short_name,long_name,nationality_name,overall,age,player_positions,club_name,cluster,cluster_name,pace,shooting,passing,dribbling,defending,physic
M. Olise,Michael Akpovie Olise,France,86,23,"RM, RW",FC Bayern München,4,Pacey Dribbler II,78.0,80.0,84.0,87.0,50.0,66.0
J. Henderson,Jordan Brian Henderson,England,79,35,"CDM, CM",Brentford,2,Deep Playmaker,65.0,71.0,80.0,74.0,75.0,77.0
Zubimendi,Martín Zubimendi Ibáñez,Spain,83,26,"CDM, CM",Arsenal,2,Deep Playmaker,66.0,68.0,79.0,79.0,80.0,73.0
A. Robertson,Andrew Henry Robertson,Scotland,82,31,"LB, LM",Liverpool,2,Deep Playmaker,74.0,61.0,80.0,77.0,79.0,75.0
F. Mendy,Ferland Sinna Mendy,France,81,30,"LB, LM",Real Madrid,2,Deep Playmaker,85.0,64.0,74.0,75.0,78.0,84.0
D. Muñoz,Daniel Muñoz Mejía,Colombia,81,29,"RB, RM",Crystal Palace,2,Deep Playmaker,75.0,69.0,72.0,76.0,79.0,81.0
R. Bensebaini,Ramy Bensebainiرامي بن سبعيني,Algeria,79,30,"LB, CB, LM",Borussia Dortmund,2,Deep Playmaker,73.0,70.0,70.0,77.0,78.0,79.0
E. Eze,Eberechi Oluchi Eze,England,83,27,"CAM, LW, ST",Arsenal,4,Pacey Dribbler II,74.0,80.0,81.0,87.0,50.0,68.0
Matheus Cunha,Matheus Santos Carneiro da Cunha,Brazil,83,26,"CAM, LW, ST",Manchester United,4,Pacey Dribbler II,77.0,85.0,79.0,84.0,44.0,75.0
N. Deossa,Nelson Alexander Deossa Suárez,Colombia,75,25,"CM, CDM, CAM",Real Betis Balompié,2,Deep Playmaker,75.0,76.0,72.0,74.0,72.0,80.0
Isco,Francisco Román Alarcón Suárez,Spain,84,33,"CAM, LM, CM",Real Betis Balompié,4,Pacey Dribbler II,66.0,79.0,85.0,85.0,59.0,60.0
Ander Herrera,Ander Herrera Agüera,Spain,78,35,"CDM, CM",Boca Juniors,2,Deep Playmaker,59.0,71.0,76.0,77.0,77.0,74.0
Z. Tripić,Zlatko Hovland Tripić,Norway,76,32,"RW, LW, RM",Viking FK,4,Pacey Dribbler II,84.0,76.0,74.0,75.0,56.0,83.0
Malcom,Malcom Filipe Silva de Oliveira,Brazil,82,28,"CAM, RM, LM, CM",Al Hilal,4,Pacey Dribbler II,89.0,78.0,79.0,84.0,43.0,73.0
E. Sánchez,Erick Daniel Sánchez Ocegueda,Mexico,78,25,"CM, CDM",,2,Deep Playmaker,74.0,75.0,77.0,73.0,75.0,72.0
K. Taylor,Kenneth Ina Dorothea Taylor,Netherlands,78,23,"CM, CAM",Ajax,2,Deep Playmaker,73.0,77.0,78.0,78.0,67.0,74.0
Ronaldo Cabrais,Ronaldo Jailson Cabrais Petri,Brazil,83,29,"CAM, RM, CM",Botafogo,4,Pacey Dribbler II,88.0,77.0,83.0,84.0,35.0,72.0
R. Christie,Ryan Christie,Scotland,79,30,"CDM, CM, CAM",AFC Bournemouth,2,Deep Playmaker,69.0,70.0,77.0,78.0,74.0,76.0
Fornals,Pablo Fornals Malla,Spain,79,29,"CDM, CM, RM",Real Betis Balompié,2,Deep Playmaker,65.0,75.0,80.0,80.0,73.0,71.0
Lucas Vázquez,Lucas Vázquez Iglesias,Spain,77,34,"RB, RM",Bayer 04 Leverkusen,2,Deep Playmaker,76.0,74.0,80.0,79.0,70.0,67.0
Gerson Armão,Gérson Adriano Gutierres Serra,Brazil,78,25,"LB, LM",Internacional,2,Deep Playmaker,79.0,67.0,71.0,71.0,74.0,79.0
Rodinei,Rodinei Marcelo de Almeida,Brazil,79,33,"RB, RM",Olympiacos FC,2,Deep Playmaker,81.0,66.0,73.0,79.0,74.0,77.0
D. Zakaria,Denis Lemi Zakaria Lako Lado,Switzerland,82,28,"CDM, CM",AS Monaco,2,Deep Playmaker,80.0,67.0,74.0,77.0,80.0,85.0
S. Ascacíbar,Santiago Lionel Ascacíbar,Argentina,78,28,"CDM, CM",Estudiantes de La Plata,2,Deep Playmaker,78.0,73.0,72.0,75.0,74.0,74.0
E. Skhiri,Ellyes Joris Skhiriإلياس صخيري,Tunisia,80,30,"CDM, CM",Eintracht Frankfurt,2,Deep Playmaker,64.0,73.0,74.0,75.0,80.0,74.0
F. Schär,Fabian Lukas Schär,Switzerland,82,33,CB,Newcastle United,2,Deep Playmaker,51.0,68.0,76.0,73.0,84.0,80.0
N. Schlotterbeck,Nico Cedric Schlotterbeck,Germany,85,25,CB,Borussia Dortmund,2,Deep Playmaker,74.0,60.0,75.0,73.0,85.0,82.0
L. Messi,Lionel Andrés Messi Cuccitini,Argentina,86,38,"RW, ST, CAM, RM",Inter Miami,4,Pacey Dribbler II,78.0,85.0,85.0,90.0,33.0,64.0
R. Rodríguez,Ricardo Iván Rodríguez Araya,Switzerland,74,32,"LB, CB, LM",Real Betis Balompié,2,Deep Playmaker,66.0,69.0,78.0,74.0,70.0,72.0
E. Buendía,Emiliano Buendía Stati,Argentina,77,28,"CAM, LM, RM, CM",Aston Villa,2,Deep Playmaker,66.0,74.0,78.0,81.0,66.0,66.0
L. Suárez,Luis Alberto Suárez Díaz,Uruguay,79,38,"ST, CAM",Inter Miami,2,Deep Playmaker,53.0,82.0,74.0,76.0,41.0,75.0
A. Gordon,Anthony Michael Gordon,England,83,24,"LW, RW, LM",Newcastle United,4,Pacey Dribbler II,91.0,79.0,78.0,83.0,50.0,72.0
T. Lemar,Thomas Lemar,France,77,29,"CM, LM",Girona FC,4,Pacey Dribbler II,72.0,75.0,79.0,80.0,67.0,59.0
V. van Dijk,Virgil van Dijk,Netherlands,90,33,CB,Liverpool,2,Deep Playmaker,73.0,60.0,72.0,72.0,90.0,87.0
R. Perraud,Romain Paul Jean-Michel Perraud,France,74,27,"LB, LM",Lille OSC,2,Deep Playmaker,72.0,75.0,76.0,75.0,68.0,71.0
C. Jones,Curtis Jones,England,80,24,"CAM, CM, CDM",Liverpool,2,Deep Playmaker,74.0,74.0,76.0,82.0,72.0,76.0
M. Pašalić,Mario Pašalić,Croatia,80,30,"CM, CAM",Atalanta,2,Deep Playmaker,69.0,78.0,77.0,81.0,67.0,76.0
N. Nández,Nahitan Michel Nández Acosta,Uruguay,76,29,"CM, RB, RM, CAM",Al Qadsiah FC,2,Deep Playmaker,81.0,61.0,74.0,78.0,71.0,81.0
Ruiz de Galarreta,Iñigo Ruiz de Galarreta Etxeberria,Spain,80,31,"CDM, CM",Athletic Club,2,Deep Playmaker,69.0,65.0,77.0,79.0,76.0,76.0
A. Gomes,Adilson Angel Abreu de Almeida Gomes,England,76,24,"CAM, CM, CDM",Olympique de Marseille,2,Deep Playmaker,69.0,70.0,75.0,79.0,72.0,67.0
O. Tufan,Ozan Tufan,Türkiye,73,30,"CDM, CAM, ST, CM",Trabzonspor,2,Deep Playmaker,75.0,76.0,71.0,74.0,70.0,79.0
A. Engels,Arne Engels,Belgium,75,21,"CM, CDM",Celtic,2,Deep Playmaker,73.0,72.0,77.0,72.0,68.0,75.0
Mauro Júnior,Mauro Jaqueson Junior Ferreira dos Santos,Brazil,79,26,"LB, CM, RB, LM",PSV,4,Pacey Dribbler II,83.0,66.0,76.0,81.0,73.0,59.0
F. Kadıoğlu,Ferdi Erenay Kadıoğlu,Türkiye,79,25,"RB, LB, RM",Brighton & Hove Albion,2,Deep Playmaker,82.0,68.0,74.0,80.0,76.0,67.0
G. Galoppo,Giuliano Galoppo,Argentina,74,26,"CM, CAM",River Plate,2,Deep Playmaker,73.0,75.0,72.0,74.0,70.0,73.0
Y. Adli,Yacine Adliياسين عدلي,France,78,24,"CDM, CM",Al Shabab,2,Deep Playmaker,70.0,69.0,80.0,78.0,73.0,68.0
J. Lerma,Jefferson Andrés Lerma Solís,Colombia,77,30,"CDM, CM, CB",Crystal Palace,2,Deep Playmaker,68.0,71.0,70.0,74.0,76.0,79.0
R. Baku,Bote Ridle Nzuzi Baku,Germany,78,27,"RM, RB, RW",RB Leipzig,2,Deep Playmaker,81.0,72.0,73.0,81.0,71.0,75.0
Evander,Evander da Silva Ferreira,Brazil,79,27,"CAM, CM, ST",FC Cincinnati,2,Deep Playmaker,72.0,77.0,78.0,81.0,66.0,69.0
L. Majer,Lovro Majer,Croatia,78,27,"CM, CAM, RM",VfL Wolfsburg,2,Deep Playmaker,70.0,73.0,80.0,83.0,60.0,70.0
O. Marmoush,Omar Khaled Mohamed Marmoush,Egypt,84,26,"ST, CAM, LW",Manchester City,4,Pacey Dribbler II,89.0,85.0,76.0,86.0,34.0,71.0
A. Claude-Maurice,Alexis Claude-Maurice,France,77,27,"CAM, CM, LW",FC Augsburg,2,Deep Playmaker,75.0,74.0,73.0,81.0,68.0,66.0
R. Bentancur,Rodrigo Bentancur Colmán,Uruguay,80,28,"CDM, CM",Tottenham Hotspur,2,Deep Playmaker,64.0,68.0,78.0,79.0,78.0,72.0
L. Da Cunha,Lucas Da Cunha,France,74,24,"CDM, CM, CAM",Como,2,Deep Playmaker,77.0,71.0,73.0,79.0,71.0,63.0
Pepelu,José Luis García Vayá,Spain,77,26,"CM, CDM",Valencia CF,2,Deep Playmaker,64.0,70.0,78.0,74.0,73.0,78.0
T. Weah,Timothy Tarpeh Weah,United States,77,25,"RM, RB",Olympique de Marseille,4,Pacey Dribbler II,87.0,75.0,72.0,78.0,68.0,65.0
İ. Kahveci,İrfan Can Kahveci,Türkiye,78,29,"RW, CAM, CM, RM",Fenerbahçe SK,4,Pacey Dribbler II,73.0,77.0,81.0,80.0,58.0,67.0
L. Martínez,Lisandro Martínez,Argentina,81,27,CB,Manchester United,2,Deep Playmaker,67.0,59.0,75.0,75.0,81.0,80.0
P. Pogba,Paul Labile Pogba,France,79,32,"CM, CDM, CAM",AS Monaco,2,Deep Playmaker,64.0,76.0,81.0,83.0,60.0,78.0
M. Uribe,Andrés Mateus Uribe Villa,Colombia,76,34,"CM, CDM",Atlético Nacional,2,Deep Playmaker,72.0,74.0,74.0,75.0,74.0,74.0
T. Partey,Thomas Teye Partey,Ghana,83,32,"CDM, CM, RB",Villarreal CF,2,Deep Playmaker,59.0,71.0,80.0,77.0,80.0,82.0
Renan Lodi,Renan Augusto Lodi dos Santos,Brazil,78,27,"LB, LM",Al Hilal,2,Deep Playmaker,75.0,69.0,76.0,77.0,73.0,71.0
J. Brownhill,Joshua Brownhill,England,76,29,"CDM, CM, CAM",Al Shabab,2,Deep Playmaker,66.0,75.0,74.0,74.0,72.0,77.0
L. Robertone,Lucas Gastón Robertone,Argentina,72,28,"CM, CDM",UD Almería,2,Deep Playmaker,75.0,70.0,72.0,74.0,68.0,75.0
M. Mittelstädt,Maximilian Mittelstädt,Germany,82,28,"LB, LM",VfB Stuttgart,2,Deep Playmaker,81.0,62.0,77.0,77.0,78.0,74.0
Guga Rodrigues,Gonçalo Rosa Gonçalves Pereira Rodrigues,Portugal,74,27,"CM, LM, CAM",Beijing Guoan,2,Deep Playmaker,77.0,72.0,74.0,75.0,66.0,78.0
Gayà,José Luis Gayà Peña,Spain,81,30,"LB, LM",Valencia CF,2,Deep Playmaker,80.0,61.0,76.0,77.0,77.0,72.0
M. Meza,Maximiliano Eduardo Meza,Argentina,75,32,"CM, LW, RW, LM",River Plate,2,Deep Playmaker,73.0,72.0,74.0,78.0,69.0,73.0
E. Gómez,Elías José Gómez,Argentina,73,31,"LB, LM",Vélez Sarsfield,2,Deep Playmaker,83.0,63.0,70.0,75.0,64.0,87.0
L. Hall,Lewis Kieran Hall,England,80,20,LB,Newcastle United,2,Deep Playmaker,77.0,62.0,78.0,79.0,77.0,64.0
Carlos Soler,Carlos Soler Barragán,Spain,77,28,"CM, CAM",Real Sociedad,2,Deep Playmaker,70.0,75.0,78.0,78.0,69.0,68.0
B. Heynen,Bryan Heynen,Belgium,78,28,"CDM, CM, CAM",KRC Genk,2,Deep Playmaker,60.0,73.0,75.0,76.0,73.0,78.0
J. Cuadrado,Juan Guillermo Cuadrado Bello,Colombia,76,37,"RM, RB, RW",Pisa,2,Deep Playmaker,77.0,72.0,76.0,78.0,74.0,61.0
Cristiano Ronaldo,Cristiano Ronaldo dos Santos Aveiro,Portugal,85,40,ST,Al Nassr,4,Pacey Dribbler II,76.0,88.0,76.0,80.0,34.0,76.0
R. Aliendro,Rodrigo Germán Aliendro,Argentina,74,34,"CM, CDM, CB",Vélez Sarsfield,2,Deep Playmaker,70.0,71.0,72.0,78.0,69.0,75.0
K. Dewsbury-Hall,Kiernan Frank Dewsbury-Hall,England,77,26,"CM, CAM, CDM",Everton,2,Deep Playmaker,66.0,72.0,77.0,78.0,70.0,71.0
Andeson Trigo,Andeson Jaime Trigo Gonçalves,Brazil,77,33,"LB, LM, CAM",Fluminense,2,Deep Playmaker,82.0,63.0,75.0,77.0,71.0,65.0
M. Götze,Mario Götze,Germany,82,33,"CM, CAM, RM, CDM",Eintracht Frankfurt,2,Deep Playmaker,60.0,75.0,85.0,85.0,56.0,67.0
I. Toney,Ivan Benjamin Elijah Toney,England,81,29,ST,Al Ahli SFC,4,Pacey Dribbler II,78.0,82.0,71.0,75.0,51.0,81.0
M. Casco,Milton Oscar Casco,Argentina,74,37,"LB, RB, LM",River Plate,2,Deep Playmaker,75.0,67.0,73.0,77.0,69.0,74.0
Diogo Dalot,José Diogo Dalot Teixeira,Portugal,79,26,"RB, LB, RM",Manchester United,2,Deep Playmaker,85.0,63.0,74.0,77.0,76.0,78.0
M. Sanson,Morgan Sanson,France,76,30,"CM, CAM",OGC Nice,2,Deep Playmaker,62.0,73.0,77.0,76.0,70.0,74.0
Ricardo Horta,Ricardo Jorge da Luz Horta,Portugal,81,30,"CAM, LM, RM, CM",Sporting Clube de Braga,4,Pacey Dribbler II,78.0,81.0,81.0,82.0,43.0,69.0
C. De Ketelaere,Charles De Ketelaere,Belgium,82,24,"CAM, ST, CM",Atalanta,4,Pacey Dribbler II,70.0,79.0,80.0,83.0,56.0,68.0
J. Bowen,Jarrod Bowen,England,83,28,"RM, ST, RW",West Ham United,4,Pacey Dribbler II,76.0,81.0,78.0,82.0,46.0,70.0
D. Núñez,Darwin Gabriel Núñez Ribeiro,Uruguay,79,26,ST,Al Hilal,4,Pacey Dribbler II,88.0,79.0,72.0,76.0,49.0,82.0
A. Castro-Montes,Alessio Daniel Castro-Montes,Belgium,77,28,"RM, LM, RB, RW",1. FC Köln,2,Deep Playmaker,74.0,72.0,74.0,75.0,71.0,72.0
J. Frimpong,Jeremie Agyekum Frimpong,Netherlands,83,24,"RB, RM, RW",Liverpool,4,Pacey Dribbler II,94.0,62.0,74.0,84.0,72.0,63.0
A. Isak,Alexander Isak,Sweden,88,25,ST,Liverpool,4,Pacey Dribbler II,83.0,89.0,73.0,85.0,39.0,76.0
Álvaro Carreras,Álvaro Fernández Carreras,Spain,80,22,"LB, LM",Real Madrid,2,Deep Playmaker,85.0,65.0,75.0,79.0,73.0,80.0
C. Aquino,Claudio Ezequiel Aquino,Argentina,77,33,"CAM, CM",Colo-Colo,4,Pacey Dribbler II,76.0,76.0,75.0,81.0,47.0,72.0
Marlon Dorrão,Marlon Wilson Dorrão Barni,Brazil,68,29,"CDM, CM",Vitória,2,Deep Playmaker,58.0,59.0,64.0,67.0,64.0,76.0
Pedro Díaz,Pedro Díaz Fanjul,Spain,75,27,"CM, CDM, CAM",Rayo Vallecano,2,Deep Playmaker,66.0,76.0,76.0,74.0,69.0,73.0
Nuno Tavares,Nuno Albertino Varela Tavares,Portugal,78,25,"LB, LM",Lazio,2,Deep Playmaker,88.0,67.0,72.0,80.0,70.0,77.0
K. Benzema,Karim Benzemaكريم بن زيما,France,85,37,"ST, CAM",Al Ittihad,4,Pacey Dribbler II,75.0,84.0,81.0,83.0,38.0,77.0
S. Amrabat,Sofyan Amrabatسفيان أمرابط,Morocco,78,28,"CDM, CM, CB",Real Betis Balompié,2,Deep Playmaker,61.0,70.0,73.0,74.0,75.0,82.0
R. Sánchez,Richard Rafael Sánchez Guerrero,Paraguay,75,29,"CM, CDM",Racing Club,2,Deep Playmaker,77.0,68.0,74.0,75.0,72.0,77.0
K. Castaño,Kevin Duván Castaño Gil,Colombia,77,24,"CM, CDM",River Plate,2,Deep Playmaker,76.0,68.0,76.0,76.0,72.0,75.0
S. Colombatto,Santiago Colombatto,Argentina,73,28,"CDM, CM",Real Oviedo,2,Deep Playmaker,71.0,70.0,73.0,71.0,69.0,78.0
D. Sow,Mohameth Djibril Ibrahima Sow,Switzerland,76,28,"CM, CDM",Sevilla FC,2,Deep Playmaker,78.0,69.0,73.0,76.0,74.0,78.0
A. Jashari,Ardon Jashari,Switzerland,77,22,"CDM, CM",AC Milan,2,Deep Playmaker,75.0,67.0,75.0,73.0,72.0,82.0
Chiquinho,Francisco Leonel Lima Silva Machado,Portugal,78,29,"CM, CAM, RM",Olympiacos FC,2,Deep Playmaker,74.0,75.0,78.0,78.0,66.0,70.0
M. Amoura,Mohamed El Amine Amouraمحمد الأمين عمورة,Algeria,80,25,"ST, LW, LM, CAM",VfL Wolfsburg,4,Pacey Dribbler II,90.0,81.0,71.0,86.0,47.0,61.0
Oyarzabal,Mikel Oyarzabal Ugarte,Spain,82,28,"ST, LM, LW",Real Sociedad,4,Pacey Dribbler II,77.0,83.0,81.0,82.0,42.0,65.0
Renato Sanches,Renato Júnior Luz Sanches,Portugal,75,27,"CM, CDM",Panathinaikos FC,2,Deep Playmaker,71.0,69.0,76.0,78.0,70.0,73.0
Y. Fofana,Youssouf Fofana,France,81,26,"CDM, CM",AC Milan,2,Deep Playmaker,68.0,68.0,75.0,78.0,79.0,77.0
G. Rutter,Georginio Rutter,France,77,23,"CAM, ST",Brighton & Hove Albion,4,Pacey Dribbler II,77.0,75.0,75.0,80.0,60.0,74.0
Gerard Moreno,Gerard Moreno Balagueró,Spain,81,33,"ST, RW, CAM",Villarreal CF,4,Pacey Dribbler II,77.0,82.0,77.0,80.0,46.0,71.0
J. Murphy,Jacob Kai Murphy,England,81,30,"RW, RM",Newcastle United,4,Pacey Dribbler II,82.0,77.0,78.0,80.0,61.0,70.0
P. Sarr,Pape Matar Sarr,Senegal,79,22,"CM, CDM",Tottenham Hotspur,2,Deep Playmaker,68.0,66.0,76.0,78.0,77.0,76.0
G. Montiel,Gonzalo Ariel Montiel,Argentina,78,28,"RB, RM",River Plate,2,Deep Playmaker,81.0,63.0,71.0,77.0,74.0,80.0
J. Juranović,Josip Juranović,Croatia,75,29,"RB, RM",1. FC Union Berlin,2,Deep Playmaker,79.0,64.0,75.0,74.0,71.0,66.0
R. Hatate,Reo Hatate旗手 怜央,Japan,76,27,"CM, CAM",Celtic,2,Deep Playmaker,70.0,75.0,74.0,78.0,65.0,70.0
Fabinho,Fábio Henrique Tavares,Brazil,82,31,"CDM, CM",Al Ittihad,2,Deep Playmaker,53.0,69.0,78.0,77.0,81.0,80.0
M. Kudus,Mohammed Kudus,Ghana,80,24,"RW, LW, ST, RM",Tottenham Hotspur,4,Pacey Dribbler II,89.0,76.0,72.0,86.0,60.0,74.0
A. Stach,Anton Levi Stach,Germany,79,26,"CDM, CM, CB",Leeds United,2,Deep Playmaker,70.0,68.0,75.0,72.0,78.0,80.0
A. Barák,Antonín Barák,Czechia,75,30,"CM, CAM",Sampdoria,2,Deep Playmaker,69.0,74.0,76.0,75.0,64.0,73.0
Tozé,António José Pinheiro de Carvalho,Portugal,75,32,"CM, CAM",Al Riyadh,4,Pacey Dribbler II,73.0,76.0,77.0,80.0,55.0,59.0
M. Weiser,Mitchell-Elijah Weiser,Germany,78,31,"RB, RM",SV Werder Bremen,2,Deep Playmaker,78.0,63.0,74.0,82.0,71.0,72.0
D. Machado,Deiver Andrés Machado Mena,Colombia,76,31,"LB, LM",RC Lens,2,Deep Playmaker,84.0,69.0,71.0,76.0,71.0,76.0
L. Cook,Lewis John Cook,England,79,28,"CDM, RB, RM",AFC Bournemouth,2,Deep Playmaker,69.0,63.0,77.0,77.0,75.0,73.0
N. Mazraoui,Noussair Mazraouiنصير مزراوي,Morocco,80,27,"RB, CB, RM",Manchester United,2,Deep Playmaker,75.0,66.0,76.0,80.0,77.0,72.0
T. Meunier,Thomas Andre A. Meunier,Belgium,76,33,"RB, RM",Lille OSC,2,Deep Playmaker,63.0,74.0,72.0,71.0,75.0,81.0
Unai López,Unai López Cabrera,Spain,76,29,"CM, CDM",Rayo Vallecano,2,Deep Playmaker,68.0,72.0,77.0,78.0,69.0,70.0
Aitor Ruibal,Aitor Ruibal García,Spain,77,29,"RB, RM, ST, RW",Real Betis Balompié,2,Deep Playmaker,82.0,74.0,73.0,76.0,72.0,69.0
Dani Ceballos,Daniel Ceballos Fernández,Spain,81,28,"CM, CDM",Real Madrid,2,Deep Playmaker,61.0,71.0,80.0,82.0,72.0,67.0
R. Reitz,Rocco Reitz,Germany,77,23,"CM, CDM",Borussia Mönchengladbach,2,Deep Playmaker,71.0,70.0,74.0,78.0,77.0,68.0
Wagner Laranjo,Wagner Mauro Laranjo Coelho,Brazil,77,37,"CDM, CM",Palmeiras,2,Deep Playmaker,67.0,72.0,75.0,73.0,74.0,78.0
Welington Dano,Welington Kauê Dano Nascimento,Brazil,81,25,"LB, LM, LW",Atlético Mineiro,2,Deep Playmaker,79.0,54.0,76.0,79.0,75.0,74.0
H. Boudaoui,Hicham Boudaouiهشام بوداوي,Algeria,77,25,"CM, CDM",OGC Nice,2,Deep Playmaker,73.0,67.0,74.0,77.0,74.0,76.0
I. Maatsen,Ian Ethan Maatsen,Netherlands,79,23,"LB, LM",Aston Villa,4,Pacey Dribbler II,87.0,65.0,75.0,81.0,73.0,63.0
L. Camara,Lamine Camara,Senegal,77,21,"CM, CDM",AS Monaco,2,Deep Playmaker,79.0,66.0,78.0,77.0,71.0,69.0
P. Berg,Patrick Berg,Norway,77,27,"CDM, CM",FK Bodø/Glimt,2,Deep Playmaker,73.0,67.0,75.0,73.0,71.0,78.0
L. Sané,Leroy Aziz Sané,Germany,82,29,"RM, LM, RW",Galatasaray SK,4,Pacey Dribbler II,87.0,81.0,78.0,85.0,37.0,68.0
Kévin Rodrigues,Kévin Manuel Rodrigues,Portugal,75,31,"LB, LM",Gaziantep FK,2,Deep Playmaker,73.0,72.0,76.0,73.0,70.0,66.0
Marquinhos,Marcos Aoás Corrêa,Brazil,87,31,CB,Paris Saint-Germain,2,Deep Playmaker,78.0,56.0,75.0,74.0,89.0,80.0
João Mário,João Mário Naval da Costa Eduardo,Portugal,78,32,"LM, RM, CM, LW",AEK Athens,2,Deep Playmaker,68.0,75.0,79.0,79.0,64.0,68.0
K. Mainoo,Kobbie Mainoo,England,77,20,"CM, CDM",Manchester United,2,Deep Playmaker,68.0,69.0,74.0,81.0,73.0,74.0
Á. Di María,Ángel Fabián Di María Hernández,Argentina,82,37,"RW, RM",Rosario Central,4,Pacey Dribbler II,73.0,80.0,85.0,85.0,43.0,62.0
Nico González,Nicolás González Iglesias,Spain,79,23,"CDM, CM",Manchester City,2,Deep Playmaker,67.0,70.0,77.0,77.0,74.0,80.0
J. Hofmann,Jonas Hofmann,Germany,78,32,"CAM, ST, CM",Bayer 04 Leverkusen,2,Deep Playmaker,64.0,76.0,78.0,79.0,64.0,68.0
S. Dest,Sergiño Gianni Dest,United States,79,24,"RB, LB, RM",PSV,2,Deep Playmaker,87.0,60.0,75.0,83.0,72.0,72.0
Dani Olmo,Daniel Olmo Carvajal,Spain,85,27,"CAM, CM, ST",FC Barcelona,4,Pacey Dribbler II,73.0,79.0,83.0,87.0,50.0,56.0
Gavi,Pablo Martín Páez Gavira,Spain,83,20,"CM, CAM",FC Barcelona,2,Deep Playmaker,76.0,66.0,78.0,85.0,68.0,70.0
Lee Kang In,Kang-in Lee이강인,Korea Republic,79,24,"RW, CM, RM",Paris Saint-Germain,4,Pacey Dribbler II,72.0,75.0,80.0,82.0,50.0,64.0
N. Raskin,Nicolas Thierry Raskin,Belgium,77,24,"CDM, CM",Rangers FC,2,Deep Playmaker,73.0,63.0,73.0,76.0,73.0,74.0
F. Honorat,Franck Honorat,France,80,28,"RM, RW, RB",Borussia Mönchengladbach,4,Pacey Dribbler II,84.0,78.0,79.0,78.0,53.0,63.0
B. André,Benjamin André,France,80,34,"CDM, CM",Lille OSC,2,Deep Playmaker,55.0,64.0,73.0,76.0,79.0,83.0
J. Ramsey,Jacob Matthew Ramsey,England,78,24,"LM, LW",Newcastle United,2,Deep Playmaker,77.0,75.0,73.0,80.0,68.0,72.0
Gabriel Martinelli,Gabriel Teodoro Martinelli Silva,Brazil,81,24,"LW, LM",Arsenal,4,Pacey Dribbler II,90.0,77.0,75.0,83.0,46.0,72.0
R. Aït-Nouri,Rayan Aït Nouriريان آيت نوري,Algeria,81,24,"LB, LM",Manchester City,2,Deep Playmaker,84.0,53.0,76.0,84.0,77.0,70.0
X. Schlager,Xaver Schlager,Austria,80,27,"CDM, CM",RB Leipzig,2,Deep Playmaker,69.0,70.0,74.0,78.0,75.0,78.0
João Félix,João Félix Sequeira,Portugal,79,25,"CAM, LW, LM, ST",Al Nassr,4,Pacey Dribbler II,77.0,78.0,77.0,82.0,45.0,66.0
Wesley,Wesley Vinícius França Lima,Brazil,77,21,"RB, RM",Roma,2,Deep Playmaker,89.0,62.0,70.0,78.0,73.0,76.0
J. Rothwell,Joseph Matthew Rothwell,England,74,30,"CDM, CM",Rangers FC,2,Deep Playmaker,79.0,65.0,75.0,77.0,70.0,69.0
D. Klaassen,Davy Klaassen,Netherlands,77,32,"CM, CDM",Ajax,2,Deep Playmaker,47.0,78.0,73.0,73.0,73.0,77.0
Pablo Barrios,Pablo Barrios Rivas,Spain,82,22,"CM, CDM",Atlético Madrid,2,Deep Playmaker,80.0,70.0,74.0,80.0,74.0,71.0
G. Til,Guus Berend Til,Netherlands,77,27,"CAM, CM",PSV,2,Deep Playmaker,79.0,76.0,72.0,74.0,64.0,74.0
R. Faivre,Romain Faivre,France,76,26,"RM, RW",Al Taawoun FC,2,Deep Playmaker,68.0,72.0,77.0,79.0,62.0,65.0
Javi Galán,Javier Galán Gil,Spain,80,30,"LB, LM",Atlético Madrid,2,Deep Playmaker,78.0,56.0,75.0,79.0,77.0,73.0
H. Vanaken,Hans Vanaken,Belgium,80,32,"CAM, CM",Club Brugge KV,2,Deep Playmaker,45.0,79.0,84.0,77.0,60.0,78.0
T. Savanier,Téji Tedy Savanier,France,75,33,"CAM, CM",Montpellier HSC,2,Deep Playmaker,60.0,72.0,79.0,78.0,65.0,69.0
P. Estupiñán,Pervis Josué Estupiñán Tenorio,Ecuador,79,27,"LB, LM",AC Milan,2,Deep Playmaker,76.0,57.0,77.0,78.0,75.0,72.0
Javi Guerra,Javier Guerra Moreno,Spain,77,22,"CM, CDM",Valencia CF,2,Deep Playmaker,74.0,73.0,75.0,76.0,73.0,70.0
Antony,Antony Matheus dos Santos,Brazil,81,25,"RW, RM",Real Betis Balompié,4,Pacey Dribbler II,84.0,78.0,78.0,83.0,43.0,70.0
Zubeldia,Igor Zubeldía Elorza,Spain,78,28,CB,Real Sociedad,2,Deep Playmaker,76.0,63.0,73.0,72.0,78.0,81.0
Éder Aldralho,Éder Marvin Aldralho Castro,Brazil,72,25,"RM, CAM, RW",Vasco da Gama,4,Pacey Dribbler II,76.0,56.0,70.0,71.0,41.0,75.0
Rosival Dourado,Rosival Jailson Dourado Santos,Brazil,81,25,"CDM, CM, CAM",Corinthians,2,Deep Playmaker,77.0,57.0,74.0,77.0,82.0,69.0
N. Vlašić,Nikola Vlašić,Croatia,79,27,"CAM, LW, RW, CM",Torino,4,Pacey Dribbler II,74.0,76.0,76.0,81.0,57.0,70.0
